Country,Country.Region,animals,Taxon,Feed_tonnes_mean,sd,crop,scenario,plot_id
Bulgaria,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Canada,Canada,hen,Dairy & eggs,0,0,cassava,Current,7
Croatia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Czech Republic,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Denmark,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Estonia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Finland,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
France,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Germany,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Greece,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Hungary,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Iceland,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Ireland,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Italy,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Latvia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Lithuania,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Luxembourg,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Malta,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Montenegro,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Netherlands,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
New Caledonia,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
New Zealand,New Zealand,hen,Dairy & eggs,0,0,cassava,Current,7
Norway,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Poland,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Portugal,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Romania,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Saint Pierre and Miquelon,Canada,hen,Dairy & eggs,0,0,cassava,Current,7
Serbia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Slovakia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Slovenia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Spain,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Sweden,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
Switzerland,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
The former Yugoslav Republic of Macedonia,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
United Kingdom,Europe,hen,Dairy & eggs,0,0,cassava,Current,7
United States of America,USA,hen,Dairy & eggs,0,0,cassava,Current,7
Afghanistan,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Algeria,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
American Samoa,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Angola,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Antigua and Barbuda,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Argentina,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Armenia,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Azerbaijan,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Bahamas,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Bahrain,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Bangladesh,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Belarus,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Benin,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Bhutan,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Bolivia (Plurinational State of),South America,hen,Dairy & eggs,0,0,cassava,Current,7
Botswana,Southern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Brazil,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Brunei Darussalam,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Burkina Faso,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Burundi,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Cabo Verde,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Cambodia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Cameroon,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Cayman Islands,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Central African Republic,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Chad,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Chile,South America,hen,Dairy & eggs,0,0,cassava,Current,7
"China, Hong Kong SAR",Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
"China, Macao SAR",Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
"China, mainland",China,hen,Dairy & eggs,0,0,cassava,Current,7
"China, Taiwan Province of",China,hen,Dairy & eggs,0,0,cassava,Current,7
Colombia,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Comoros,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Congo,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Cook Islands,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Costa Rica,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Cote d'Ivoire,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Cuba,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Cyprus,Western Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Democratic People's Republic of Korea,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Democratic Republic of the Congo,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Dominica,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Dominican Republic,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Ecuador,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Egypt,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
El Salvador,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Equatorial Guinea,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Eritrea,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Ethiopia,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Fiji,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
French Guiana,South America,hen,Dairy & eggs,0,0,cassava,Current,7
French Polynesia,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Gabon,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Gambia,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Georgia,Western Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Ghana,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Grenada,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Guadeloupe,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Guam,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Guatemala,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Guinea,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Guinea-Bissau,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Guyana,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Haiti,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Honduras,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
India,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Indonesia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Iran (Islamic Republic of),Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Iraq,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Israel,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Jamaica,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Japan,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Jordan,Western Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Kazakhstan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Kenya,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Kiribati,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Kuwait,Western Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Kyrgyzstan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Lao People's Democratic Republic,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Lebanon,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Lesotho,Southern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Liberia,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Libya,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Madagascar,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Malawi,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Malaysia,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Mali,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Martinique,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Mauritania,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Mauritius,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Mexico,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Micronesia (Federated States of),Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Mongolia,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Montserrat,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Morocco,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Mozambique,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Myanmar,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Namibia,Southern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Nauru,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Nepal,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Nicaragua,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Niger,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Nigeria,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Niue,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Occupied Palestinian Territory,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Oman,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Pakistan,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Panama,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Papua New Guinea,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Paraguay,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Peru,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Philippines,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Puerto Rico,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Qatar,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Republic of Korea,Eastern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Republic of Moldova,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
R'union,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Russian Federation,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Rwanda,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Saint Kitts and Nevis,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Saint Lucia,Central America,hen,Dairy & eggs,0,0,cassava,Current,7
Saint Vincent and the Grenadines,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Samoa,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Sao Tome and Principe,Central Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Saudi Arabia,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Senegal,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Seychelles,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Sierra Leone,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Singapore,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Solomon Islands,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Somalia,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
South Africa,Southern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Sri Lanka,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Sudan,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Suriname,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Swaziland,Southern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Syrian Arab Republic,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Tajikistan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Thailand,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Timor-Leste,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Togo,Western Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Tokelau,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Tonga,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Trinidad and Tobago,Caribbean,hen,Dairy & eggs,0,0,cassava,Current,7
Tunisia,Northern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Turkey,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Turkmenistan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Tuvalu,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Uganda,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Ukraine,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
United Arab Emirates,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
United Republic of Tanzania,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Uruguay,South America,hen,Dairy & eggs,0,0,cassava,Current,7
Uzbekistan,East Europe and CIS,hen,Dairy & eggs,0,0,cassava,Current,7
Vanuatu,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Venezuela (Bolivarian Republic of),South America,hen,Dairy & eggs,0,0,cassava,Current,7
Viet Nam,Southern Asia,hen,Dairy & eggs,0,0,cassava,Current,7
Wallis and Futuna Islands,Island nation,hen,Dairy & eggs,0,0,cassava,Current,7
Yemen,Middle East,hen,Dairy & eggs,0,0,cassava,Current,7
Zambia,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Zimbabwe,Eastern Africa,hen,Dairy & eggs,0,0,cassava,Current,7
Albania,Europe,hen,Dairy & eggs,11169.98515,2177.432165,wheat,BAU,7
Australia,Australia,hen,Dairy & eggs,229668.9179,44770.73893,wheat,BAU,7
Austria,Europe,hen,Dairy & eggs,64177.97182,12510.59677,wheat,BAU,7
Belgium,Europe,hen,Dairy & eggs,82107.82482,16005.77049,wheat,BAU,7
Bermuda,USA,hen,Dairy & eggs,0,0,wheat,BAU,7
Bosnia and Herzegovina,Europe,hen,Dairy & eggs,131604.5234,25654.45866,wheat,BAU,7
Bulgaria,Europe,hen,Dairy & eggs,155433.3827,30299.56105,wheat,BAU,7
Canada,Canada,hen,Dairy & eggs,389518.2498,75931.12741,wheat,BAU,7
Croatia,Europe,hen,Dairy & eggs,49917.11499,9730.642455,wheat,BAU,7
Czech Republic,Europe,hen,Dairy & eggs,151649.0976,29561.86766,wheat,BAU,7
Denmark,Europe,hen,Dairy & eggs,119711.2673,23336.03496,wheat,BAU,7
Estonia,Europe,hen,Dairy & eggs,6988.328135,1362.276695,wheat,BAU,7
Finland,Europe,hen,Dairy & eggs,50839.9533,9910.53686,wheat,BAU,7
France,Europe,hen,Dairy & eggs,1522883.535,296864.8164,wheat,BAU,7
Germany,Europe,hen,Dairy & eggs,710291.5172,138461.3833,wheat,BAU,7
Greece,Europe,hen,Dairy & eggs,137146.4871,26734.78686,wheat,BAU,7
Hungary,Europe,hen,Dairy & eggs,274250.6104,53461.3155,wheat,BAU,7
Iceland,Europe,hen,Dairy & eggs,1310.752929,255.5129259,wheat,BAU,7
Ireland,Europe,hen,Dairy & eggs,73259.65078,14280.94288,wheat,BAU,7
Italy,Europe,hen,Dairy & eggs,484447.9232,94436.33771,wheat,BAU,7
Latvia,Europe,hen,Dairy & eggs,73225.45823,14274.27753,wheat,BAU,7
Lithuania,Europe,hen,Dairy & eggs,60226.43815,11740.30062,wheat,BAU,7
Luxembourg,Europe,hen,Dairy & eggs,2865.227507,558.5359737,wheat,BAU,7
Malta,Europe,hen,Dairy & eggs,0,0,wheat,BAU,7
Montenegro,Europe,hen,Dairy & eggs,10220.89264,1992.419873,wheat,BAU,7
Netherlands,Europe,hen,Dairy & eggs,836896.0465,163141.1632,wheat,BAU,7
New Caledonia,Island nation,hen,Dairy & eggs,1189.210859,231.8200015,wheat,BAU,7
New Zealand,New Zealand,hen,Dairy & eggs,12443.29148,2425.645401,wheat,BAU,7
Norway,Europe,hen,Dairy & eggs,7897.778805,1539.561366,wheat,BAU,7
Poland,Europe,hen,Dairy & eggs,743572.1919,144948.9847,wheat,BAU,7
Portugal,Europe,hen,Dairy & eggs,55550.57472,10828.80653,wheat,BAU,7
Romania,Europe,hen,Dairy & eggs,306157.5853,59681.13339,wheat,BAU,7
Saint Pierre and Miquelon,Canada,hen,Dairy & eggs,85.49798657,16.66663504,wheat,BAU,7
Serbia,Europe,hen,Dairy & eggs,77482.55172,15104.13828,wheat,BAU,7
Slovakia,Europe,hen,Dairy & eggs,334273.8446,65162.00436,wheat,BAU,7
Slovenia,Europe,hen,Dairy & eggs,1953.188005,380.7466462,wheat,BAU,7
Spain,Europe,hen,Dairy & eggs,633620.5062,123515.4435,wheat,BAU,7
Sweden,Europe,hen,Dairy & eggs,223379.1144,43544.62982,wheat,BAU,7
Switzerland,Europe,hen,Dairy & eggs,27168.79104,5296.175302,wheat,BAU,7
The former Yugoslav Republic of Macedonia,Europe,hen,Dairy & eggs,7687.567844,1498.583683,wheat,BAU,7
United Kingdom,Europe,hen,Dairy & eggs,1393692.036,271680.743,wheat,BAU,7
United States of America,USA,hen,Dairy & eggs,1044758.388,203661.0154,wheat,BAU,7
Afghanistan,Middle East,hen,Dairy & eggs,0,0,wheat,BAU,7
Algeria,Northern Africa,hen,Dairy & eggs,240120.1279,46808.05595,wheat,BAU,7
American Samoa,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Angola,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Antigua and Barbuda,Caribbean,hen,Dairy & eggs,0,0,wheat,BAU,7
Argentina,South America,hen,Dairy & eggs,0,0,wheat,BAU,7
Armenia,East Europe and CIS,hen,Dairy & eggs,30611.67184,5967.316695,wheat,BAU,7
Azerbaijan,Middle East,hen,Dairy & eggs,241277.979,47033.7628,wheat,BAU,7
Bahamas,Caribbean,hen,Dairy & eggs,0,0,wheat,BAU,7
Bahrain,Middle East,hen,Dairy & eggs,4543.638964,885.7187803,wheat,BAU,7
Bangladesh,Middle East,hen,Dairy & eggs,0,0,wheat,BAU,7
Belarus,East Europe and CIS,hen,Dairy & eggs,353227.6445,68856.78219,wheat,BAU,7
Benin,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Bhutan,Middle East,hen,Dairy & eggs,2350.50446,458.1979247,wheat,BAU,7
Bolivia (Plurinational State of),South America,hen,Dairy & eggs,0,0,wheat,BAU,7
Botswana,Southern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Brazil,South America,hen,Dairy & eggs,186782.9826,36410.72648,wheat,BAU,7
Brunei Darussalam,Southern Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
Burkina Faso,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Burundi,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Cabo Verde,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Cambodia,Southern Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
Cameroon,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Cayman Islands,Caribbean,hen,Dairy & eggs,6.424960542,1.252456073,wheat,BAU,7
Central African Republic,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Chad,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Chile,South America,hen,Dairy & eggs,12918.93259,2518.364973,wheat,BAU,7
"China, Hong Kong SAR",Eastern Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
"China, Macao SAR",Eastern Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
"China, mainland",China,hen,Dairy & eggs,10059301.34,1960919.911,wheat,BAU,7
"China, Taiwan Province of",China,hen,Dairy & eggs,23036.56021,4490.654775,wheat,BAU,7
Colombia,South America,hen,Dairy & eggs,0,0,wheat,BAU,7
Comoros,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Congo,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Cook Islands,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Costa Rica,Central America,hen,Dairy & eggs,0,0,wheat,BAU,7
Cote d'Ivoire,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Cuba,Caribbean,hen,Dairy & eggs,73691.02673,14365.03358,wheat,BAU,7
Cyprus,Western Asia,hen,Dairy & eggs,316.4805844,61.69345748,wheat,BAU,7
Democratic People's Republic of Korea,Eastern Asia,hen,Dairy & eggs,10584.35471,2063.271713,wheat,BAU,7
Democratic Republic of the Congo,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Dominica,Caribbean,hen,Dairy & eggs,0,0,wheat,BAU,7
Dominican Republic,Caribbean,hen,Dairy & eggs,95259.49177,18569.50377,wheat,BAU,7
Ecuador,South America,hen,Dairy & eggs,0,0,wheat,BAU,7
Egypt,Northern Africa,hen,Dairy & eggs,1131904.136,220648.8584,wheat,BAU,7
El Salvador,Central America,hen,Dairy & eggs,0,0,wheat,BAU,7
Equatorial Guinea,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Eritrea,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Ethiopia,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Fiji,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
French Guiana,South America,hen,Dairy & eggs,176.4175533,34.39013121,wheat,BAU,7
French Polynesia,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Gabon,Central Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Gambia,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Georgia,Western Asia,hen,Dairy & eggs,29117.24486,5675.999086,wheat,BAU,7
Ghana,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Grenada,Caribbean,hen,Dairy & eggs,4950.068996,964.9466228,wheat,BAU,7
Guadeloupe,Caribbean,hen,Dairy & eggs,1139.246951,222.0802374,wheat,BAU,7
Guam,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Guatemala,Central America,hen,Dairy & eggs,0,0,wheat,BAU,7
Guinea,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Guinea-Bissau,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Guyana,South America,hen,Dairy & eggs,767.8908838,149.6895731,wheat,BAU,7
Haiti,Caribbean,hen,Dairy & eggs,0,0,wheat,BAU,7
Honduras,Central America,hen,Dairy & eggs,2249.179673,438.4460764,wheat,BAU,7
India,Southern Asia,hen,Dairy & eggs,851730.3768,166032.9081,wheat,BAU,7
Indonesia,Southern Asia,hen,Dairy & eggs,99617.5996,19419.05585,wheat,BAU,7
Iran (Islamic Republic of),Middle East,hen,Dairy & eggs,284200.6458,55400.93554,wheat,BAU,7
Iraq,Middle East,hen,Dairy & eggs,519879.5794,101343.2428,wheat,BAU,7
Israel,Middle East,hen,Dairy & eggs,305441.3602,59541.51533,wheat,BAU,7
Jamaica,Caribbean,hen,Dairy & eggs,0,0,wheat,BAU,7
Japan,Eastern Asia,hen,Dairy & eggs,472560.9424,92119.13729,wheat,BAU,7
Jordan,Western Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
Kazakhstan,East Europe and CIS,hen,Dairy & eggs,1094440.501,213345.8476,wheat,BAU,7
Kenya,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Kiribati,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Kuwait,Western Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
Kyrgyzstan,East Europe and CIS,hen,Dairy & eggs,132564.509,25841.5944,wheat,BAU,7
Lao People's Democratic Republic,Southern Asia,hen,Dairy & eggs,0,0,wheat,BAU,7
Lebanon,Middle East,hen,Dairy & eggs,31130.51373,6068.457656,wheat,BAU,7
Lesotho,Southern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Liberia,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Libya,Northern Africa,hen,Dairy & eggs,145690.6313,28400.34811,wheat,BAU,7
Madagascar,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Malawi,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Malaysia,Southern Asia,hen,Dairy & eggs,26460.92004,5158.185765,wheat,BAU,7
Mali,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Martinique,Caribbean,hen,Dairy & eggs,633.0276913,123.3998826,wheat,BAU,7
Mauritania,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Mauritius,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Mexico,Central America,hen,Dairy & eggs,59577.54485,11613.80796,wheat,BAU,7
Micronesia (Federated States of),Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Mongolia,Eastern Asia,hen,Dairy & eggs,489.9489755,95.50869082,wheat,BAU,7
Montserrat,Caribbean,hen,Dairy & eggs,126.4702759,24.65360902,wheat,BAU,7
Morocco,Northern Africa,hen,Dairy & eggs,1011948.293,197265.1469,wheat,BAU,7
Mozambique,Eastern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Myanmar,Southern Asia,hen,Dairy & eggs,13178.57528,2568.978679,wheat,BAU,7
Namibia,Southern Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Nauru,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Nepal,Southern Asia,hen,Dairy & eggs,70909.03545,13822.72335,wheat,BAU,7
Nicaragua,Central America,hen,Dairy & eggs,0,0,wheat,BAU,7
Niger,Western Africa,hen,Dairy & eggs,0,0,wheat,BAU,7
Nigeria,Western Africa,hen,Dairy & eggs,29470.20193,5744.803123,wheat,BAU,7
Niue,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Occupied Palestinian Territory,Middle East,hen,Dairy & eggs,27843.60038,5427.719932,wheat,BAU,7
Oman,Middle East,hen,Dairy & eggs,0,0,wheat,BAU,7
Pakistan,Middle East,hen,Dairy & eggs,368637.006,71860.6214,wheat,BAU,7
Panama,Central America,hen,Dairy & eggs,0,0,wheat,BAU,7
Papua New Guinea,Island nation,hen,Dairy & eggs,0,0,wheat,BAU,7
Paraguay,South America,hen,Dairy & eggs,78303.51644,15264.17385,wheat,BAU,7
Peru,South America,hen,Dairy & eggs,0,0,wheat,BAU,7
Philippines,Southern Asia,hen,Dairy & eggs,331228.4133,64568.34018,wheat,BAU,7
Puerto Rico,Central America,hen,Dairy & eggs,119.3357425,23.26283165,wheat,BAU,7
Qatar,Middle East,hen,Dairy & eggs,5641.04329,1099.642384,wheat,BAU,7
Republic of Korea,Eastern Asia,hen,Dairy & eggs,1331882.38,259631.8163,wheat,BAU,7
