Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
Cameroon,Central Africa,chicken,Meat,107800,4547,BAU,6
Central African Republic,Central Africa,chicken,Meat,8983,440,BAU,6
Chad,Central Africa,chicken,Meat,8018,5667,BAU,6
Chile,South America,chicken,Meat,864649,111,BAU,6
"China, Hong Kong SAR",Eastern Asia,chicken,Meat,41623,2085,BAU,6
"China, Macao SAR",Eastern Asia,chicken,Meat,5390,8580,BAU,6
"China, mainland",China,chicken,Meat,19142557,715,BAU,6
"China, Taiwan Province of",China,chicken,Meat,830957,638,BAU,6
Colombia,South America,chicken,Meat,1909727,68821,BAU,6
Comoros,Eastern Africa,chicken,Meat,862,3313,BAU,6
Congo,Central Africa,chicken,Meat,10031,429,BAU,6
Cook Islands,Small Island Nations,chicken,Meat,30,1523625,BAU,6
Costa Rica,Central America,chicken,Meat,171572,66139,BAU,6
Cuba,Caribbean,chicken,Meat,48582,152002,BAU,6
Cyprus,Western Asia,chicken,Meat,35842,69,BAU,6
Democratic People's Republic of Korea,Eastern Asia,chicken,Meat,49408,798,BAU,6
Democratic Republic of the Congo,Central Africa,chicken,Meat,17517,2,BAU,6
Djibouti,Eastern Africa,chicken,Meat,0,13656,BAU,6
Dominica,Caribbean,chicken,Meat,509,3867,BAU,6
Dominican Republic,Caribbean,chicken,Meat,406658,2853,BAU,6
Ecuador,South America,chicken,Meat,509055,3933,BAU,6
Egypt,Northern Africa,chicken,Meat,1248681,1394,BAU,6
El Salvador,Central America,chicken,Meat,170458,0,BAU,6
Equatorial Guinea,Central Africa,chicken,Meat,365,41,BAU,6
Eritrea,Eastern Africa,chicken,Meat,2610,32367,BAU,6
Ethiopia,Eastern Africa,chicken,Meat,92588,40517,BAU,6
Falkland Islands (Malvinas),South America,chicken,Meat,12,99387,BAU,6
Fiji,Small Island Nations,chicken,Meat,24704,13567,BAU,6
French Guiana,South America,chicken,Meat,704,29,BAU,6
French Polynesia,Small Island Nations,chicken,Meat,943,208,BAU,6
Gabon,Central Africa,chicken,Meat,5869,7369,BAU,6
Gambia,Western Africa,chicken,Meat,2321,1,BAU,6
Georgia,Western Asia,chicken,Meat,15122,1966,BAU,6
Ghana,Western Africa,chicken,Meat,76336,56,BAU,6
Grenada,Caribbean,chicken,Meat,1063,75,BAU,6
Guadeloupe,Caribbean,chicken,Meat,2096,467,BAU,6
Guam,Small Island Nations,chicken,Meat,180,185,BAU,6
Guatemala,Central America,chicken,Meat,287927,1204,BAU,6
Guinea,Western Africa,chicken,Meat,10106,6076,BAU,6
Guinea-Bissau,Western Africa,chicken,Meat,2882,85,BAU,6
Guyana,South America,chicken,Meat,43839,167,BAU,6
Haiti,Caribbean,chicken,Meat,12127,14,BAU,6
Honduras,Central America,chicken,Meat,225631,22917,BAU,6
India,Southern Asia,chicken,Meat,3485528,804,BAU,6
Indonesia,Southern Asia,chicken,Meat,2751745,229,BAU,6
Iran (Islamic Republic of),Middle East,chicken,Meat,2928562,3489,BAU,6
Iraq,Middle East,chicken,Meat,131755,965,BAU,6
Israel,Middle East,chicken,Meat,663495,17959,BAU,6
Jamaica,Caribbean,chicken,Meat,155441,277426,BAU,6
Japan,Eastern Asia,chicken,Meat,2170969,219021,BAU,6
Jordan,Western Asia,chicken,Meat,293455,233095,BAU,6
Kazakhstan,East Europe and CIS,chicken,Meat,203316,10487,BAU,6
Kenya,Eastern Africa,chicken,Meat,31292,52810,BAU,6
Kiribati,Small Island Nations,chicken,Meat,1145,12372,BAU,6
Kuwait,Western Asia,chicken,Meat,60637,172795,BAU,6
Kyrgyzstan,East Europe and CIS,chicken,Meat,9283,23357,BAU,6
Lao People's Democratic Republic,Southern Asia,chicken,Meat,31142,16183,BAU,6
Lebanon,Middle East,chicken,Meat,127264,2491,BAU,6
Lesotho,Southern Africa,chicken,Meat,2396,91,BAU,6
Liberia,Western Africa,chicken,Meat,17368,4826,BAU,6
Libya,Northern Africa,chicken,Meat,187153,739,BAU,6
Madagascar,Eastern Africa,chicken,Meat,57493,2479,BAU,6
Malawi,Eastern Africa,chicken,Meat,34137,10129,BAU,6
Malaysia,Southern Asia,chicken,Meat,1865313,191,BAU,6
Mali,Western Africa,chicken,Meat,66081,1382,BAU,6
Martinique,Caribbean,chicken,Meat,2366,14896,BAU,6
Mauritania,Western Africa,chicken,Meat,6947,4576,BAU,6
Mauritius,Eastern Africa,chicken,Meat,70369,2717,BAU,6
Mexico,Central America,chicken,Meat,4204242,148467,BAU,6
Micronesia (Federated States of),Small Island Nations,chicken,Meat,210,5260,BAU,6
Mongolia,Eastern Asia,chicken,Meat,587,188,BAU,6
Montserrat,Caribbean,chicken,Meat,126,553,BAU,6
Morocco,Northern Africa,chicken,Meat,901326,5601,BAU,6
Mozambique,Eastern Africa,chicken,Meat,36382,334631,BAU,6
Myanmar,Southern Asia,chicken,Meat,1620366,17,BAU,6
Namibia,Southern Africa,chicken,Meat,18685,47,BAU,6
Nauru,Small Island Nations,chicken,Meat,6,10,BAU,6
Nepal,Southern Asia,chicken,Meat,64096,71740,BAU,6
Nicaragua,Central America,chicken,Meat,184718,2896,BAU,6
Niger,Western Africa,chicken,Meat,25752,128971,BAU,6
Nigeria,Western Africa,chicken,Meat,254527,1487,BAU,6
Niue,Small Island Nations,chicken,Meat,30,0,BAU,6
Occupied Palestinian Territory,Middle East,chicken,Meat,100014,5102,BAU,6
Oman,Middle East,chicken,Meat,9199,14702,BAU,6
Pakistan,Middle East,chicken,Meat,1357979,2050,BAU,6
Panama,Central America,chicken,Meat,218594,20259,BAU,6
Papua New Guinea,Small Island Nations,chicken,Meat,9163,2,BAU,6
Paraguay,South America,chicken,Meat,59889,7960,BAU,6
Peru,South America,chicken,Meat,1800578,732,BAU,6
Philippines,Southern Asia,chicken,Meat,1567483,108086,BAU,6
Puerto Rico,Central America,chicken,Meat,86839,17399,BAU,6
Qatar,Middle East,chicken,Meat,14972,729,BAU,6
R'union,Eastern Africa,chicken,Meat,25752,4767,BAU,6
Republic of Korea,Eastern Asia,chicken,Meat,922288,143314,BAU,6
Republic of Moldova,East Europe and CIS,chicken,Meat,58392,124762,BAU,6
Russian Federation,East Europe and CIS,chicken,Meat,5184358,6912,BAU,6
Rwanda,Eastern Africa,chicken,Meat,3773,1192,BAU,6
Saint Kitts and Nevis,Central America,chicken,Meat,252,2050,BAU,6
Saint Lucia,Central America,chicken,Meat,2336,73408,BAU,6
Saint Vincent and the Grenadines,Caribbean,chicken,Meat,719,4648,BAU,6
Samoa,Small Island Nations,chicken,Meat,898,412642,BAU,6
Sao Tome and Principe,Central Africa,chicken,Meat,576,300,BAU,6
Saudi Arabia,Middle East,chicken,Meat,862399,20,BAU,6
Senegal,Western Africa,chicken,Meat,96581,186,BAU,6
Seychelles,Eastern Africa,chicken,Meat,1048,57,BAU,6
Sierra Leone,Western Africa,chicken,Meat,22638,72,BAU,6
Singapore,Southern Asia,chicken,Meat,137744,46,BAU,6
Solomon Islands,Small Island Nations,chicken,Meat,431,68641,BAU,6
Somalia,Eastern Africa,chicken,Meat,5390,7687,BAU,6
South Africa,Southern Africa,chicken,Meat,2241338,83,BAU,6
South Sudan,Eastern Africa,chicken,Meat,29944,1802,BAU,6
Sri Lanka,Southern Asia,chicken,Meat,159454,10964,BAU,6
Sudan,Northern Africa,chicken,Meat,67375,34,BAU,6
Suriname,South America,chicken,Meat,11877,429,BAU,6
Swaziland,Southern Africa,chicken,Meat,8759,178396,BAU,6
Syrian Arab Republic,Middle East,chicken,Meat,160980,2383,BAU,6
Tajikistan,East Europe and CIS,chicken,Meat,1946,12692,BAU,6
Thailand,Southern Asia,chicken,Meat,2064666,5363,BAU,6
Timor-Leste,Southern Asia,chicken,Meat,1198,945,BAU,6
Togo,Western Africa,chicken,Meat,47911,697,BAU,6
Tokelau,Small Island Nations,chicken,Meat,7,12813,BAU,6
Tonga,Small Island Nations,chicken,Meat,413,155,BAU,6
Trinidad and Tobago,Caribbean,chicken,Meat,100314,164334,BAU,6
Tunisia,Northern Africa,chicken,Meat,209611,95,BAU,6
Turkey,Middle East,chicken,Meat,2632656,3813,BAU,6
Turkmenistan,East Europe and CIS,chicken,Meat,31816,1,BAU,6
Tuvalu,Small Island Nations,chicken,Meat,75,33,BAU,6
Uganda,Eastern Africa,chicken,Meat,96571,7984,BAU,6
Ukraine,East Europe and CIS,chicken,Meat,1749202,16684,BAU,6
United Arab Emirates,Middle East,chicken,Meat,64680,209543,BAU,6
United Republic of Tanzania,Eastern Africa,chicken,Meat,130869,2532,BAU,6
United States Virgin Islands,Caribbean,chicken,Meat,117,6,BAU,6
Uruguay,South America,chicken,Meat,65878,7686,BAU,6
Uzbekistan,East Europe and CIS,chicken,Meat,49408,139225,BAU,6
Vanuatu,Small Island Nations,chicken,Meat,1347,5148,BAU,6
Venezuela (Bolivarian Republic of),South America,chicken,Meat,1910719,10416,BAU,6
Viet Nam,Southern Asia,chicken,Meat,794275,9,BAU,6
Wallis and Futuna Islands,Small Island Nations,chicken,Meat,72,5243,BAU,6
Western Sahara,Northern Africa,chicken,Meat,0,3933,BAU,6
Yemen,Middle East,chicken,Meat,228326,107,BAU,6
Zambia,Eastern Africa,chicken,Meat,68872,152081,BAU,6
Zimbabwe,Eastern Africa,chicken,Meat,95560,63219,BAU,6
Albania,Europe,chicken,Meat,20952,0,Mixed,6
Australia,Australia,chicken,Meat,1059532,0,Mixed,6
Austria,Europe,chicken,Meat,109500,0,Mixed,6
Belgium,Europe,chicken,Meat,379933,0,Mixed,6
Bermuda,USA,chicken,Meat,120,0,Mixed,6
Bosnia and Herzegovina,Europe,chicken,Meat,41549,0,Mixed,6
Bulgaria,Europe,chicken,Meat,76768,0,Mixed,6
Canada,Canada,chicken,Meat,1076753,0,Mixed,6
Croatia,Europe,chicken,Meat,24800,0,Mixed,6
Czechia,Europe,chicken,Meat,146308,0,Mixed,6
Denmark,Europe,chicken,Meat,168268,0,Mixed,6
Estonia,Europe,chicken,Meat,18118,0,Mixed,6
Faroe Islands,Europe,chicken,Meat,0,0,Mixed,6
Finland,Europe,chicken,Meat,103730,0,Mixed,6
France,Europe,chicken,Meat,1120318,0,Mixed,6
Germany,Europe,chicken,Meat,950939,0,Mixed,6
Greece,Europe,chicken,Meat,126300,0,Mixed,6
Greenland,Europe,chicken,Meat,0,0,Mixed,6
Hungary,Europe,chicken,Meat,244240,0,Mixed,6
Iceland,Europe,chicken,Meat,7879,0,Mixed,6
Ireland,Europe,chicken,Meat,89000,0,Mixed,6
Italy,Europe,chicken,Meat,904914,0,Mixed,6
Latvia,Europe,chicken,Meat,26830,0,Mixed,6
Lithuania,Europe,chicken,Meat,87489,0,Mixed,6
Luxembourg,Europe,chicken,Meat,244,0,Mixed,6
Malta,Europe,chicken,Meat,4115,0,Mixed,6
Montenegro,Europe,chicken,Meat,3350,0,Mixed,6
Netherlands,Europe,chicken,Meat,920794,0,Mixed,6
New Caledonia,Small Island Nations,chicken,Meat,832,0,Mixed,6
New Zealand,New Zealand,chicken,Meat,169078,0,Mixed,6
Norway,Europe,chicken,Meat,104030,0,Mixed,6
Poland,Europe,chicken,Meat,1517300,0,Mixed,6
Portugal,Europe,chicken,Meat,298253,0,Mixed,6
Romania,Europe,chicken,Meat,322893,0,Mixed,6
Saint Pierre and Miquelon,Canada,chicken,Meat,4,0,Mixed,6
Serbia,Europe,chicken,Meat,95250,0,Mixed,6
Slovakia,Europe,chicken,Meat,65000,0,Mixed,6
Slovenia,Europe,chicken,Meat,52611,0,Mixed,6
Spain,Europe,chicken,Meat,1171695,0,Mixed,6
Sweden,Europe,chicken,Meat,117400,0,Mixed,6
Switzerland,Europe,chicken,Meat,78298,0,Mixed,6
The former Yugoslav Republic of Macedonia,Europe,chicken,Meat,1801,0,Mixed,6
United Kingdom,Europe,chicken,Meat,1443000,0,Mixed,6
United States of America,USA,chicken,Meat,17396881,0,Mixed,6
Afghanistan,Middle East,chicken,Meat,26400,0,Mixed,6
Algeria,Northern Africa,chicken,Meat,267000,0,Mixed,6
American Samoa,Small Island Nations,chicken,Meat,24,0,Mixed,6
Angola,Central Africa,chicken,Meat,29880,0,Mixed,6
Antigua and Barbuda,Caribbean,chicken,Meat,42,0,Mixed,6
Argentina,South America,chicken,Meat,1780000,0,Mixed,6
Armenia,East Europe and CIS,chicken,Meat,8200,0,Mixed,6
Azerbaijan,Middle East,chicken,Meat,97452,0,Mixed,6
Bahamas,Caribbean,chicken,Meat,6720,0,Mixed,6
Bahrain,Middle East,chicken,Meat,6450,0,Mixed,6
Bangladesh,Middle East,chicken,Meat,173600,0,Mixed,6
Barbados,Caribbean,chicken,Meat,14700,0,Mixed,6
Belarus,East Europe and CIS,chicken,Meat,382500,0,Mixed,6
Belize,Central America,chicken,Meat,16018,0,Mixed,6
Benin,Western Africa,chicken,Meat,24400,0,Mixed,6
Bhutan,Middle East,chicken,Meat,455,0,Mixed,6
Bolivia (Plurinational State of),South America,chicken,Meat,379505,0,Mixed,6
Botswana,Southern Africa,chicken,Meat,7200,0,Mixed,6
Brazil,South America,chicken,Meat,12387323,0,Mixed,6
British Virgin Islands,Caribbean,chicken,Meat,0,0,Mixed,6
Brunei Darussalam,Southern Asia,chicken,Meat,26580,0,Mixed,6
Burkina Faso,Western Africa,chicken,Meat,38160,0,Mixed,6
Burundi,Eastern Africa,chicken,Meat,3690,0,Mixed,6
Cote d'Ivoire,Western Africa,chicken,Meat,47553,0,Mixed,6
Cabo Verde,Western Africa,chicken,Meat,929,0,Mixed,6
Cambodia,Southern Asia,chicken,Meat,17500,0,Mixed,6
Cameroon,Central Africa,chicken,Meat,72000,0,Mixed,6
Central African Republic,Central Africa,chicken,Meat,6000,0,Mixed,6
Chad,Central Africa,chicken,Meat,5355,0,Mixed,6
Chile,South America,chicken,Meat,577503,0,Mixed,6
"China, Hong Kong SAR",Eastern Asia,chicken,Meat,27800,0,Mixed,6
"China, Macao SAR",Eastern Asia,chicken,Meat,3600,0,Mixed,6
"China, mainland",China,chicken,Meat,12785400,0,Mixed,6
"China, Taiwan Province of",China,chicken,Meat,555000,0,Mixed,6
Colombia,South America,chicken,Meat,1275515,0,Mixed,6
Comoros,Eastern Africa,chicken,Meat,576,0,Mixed,6
Congo,Central Africa,chicken,Meat,6700,0,Mixed,6
Cook Islands,Small Island Nations,chicken,Meat,20,0,Mixed,6
Costa Rica,Central America,chicken,Meat,114594,0,Mixed,6
Cuba,Caribbean,chicken,Meat,32448,0,Mixed,6
Cyprus,Western Asia,chicken,Meat,23939,0,Mixed,6
Democratic People's Republic of Korea,Eastern Asia,chicken,Meat,33000,0,Mixed,6
Democratic Republic of the Congo,Central Africa,chicken,Meat,11700,0,Mixed,6
Djibouti,Eastern Africa,chicken,Meat,0,0,Mixed,6
Dominica,Caribbean,chicken,Meat,340,0,Mixed,6
Dominican Republic,Caribbean,chicken,Meat,271609,0,Mixed,6
Ecuador,South America,chicken,Meat,340000,0,Mixed,6
Egypt,Northern Africa,chicken,Meat,834000,0,Mixed,6
El Salvador,Central America,chicken,Meat,113850,0,Mixed,6
Equatorial Guinea,Central Africa,chicken,Meat,244,0,Mixed,6
Eritrea,Eastern Africa,chicken,Meat,1743,0,Mixed,6
Ethiopia,Eastern Africa,chicken,Meat,61840,0,Mixed,6
Falkland Islands (Malvinas),South America,chicken,Meat,8,0,Mixed,6
Fiji,Small Island Nations,chicken,Meat,16500,0,Mixed,6
French Guiana,South America,chicken,Meat,470,0,Mixed,6
French Polynesia,Small Island Nations,chicken,Meat,630,0,Mixed,6
Gabon,Central Africa,chicken,Meat,3920,0,Mixed,6
Gambia,Western Africa,chicken,Meat,1550,0,Mixed,6
Georgia,Western Asia,chicken,Meat,10100,0,Mixed,6
Ghana,Western Africa,chicken,Meat,50985,0,Mixed,6
Grenada,Caribbean,chicken,Meat,710,0,Mixed,6
Guadeloupe,Caribbean,chicken,Meat,1400,0,Mixed,6
Guam,Small Island Nations,chicken,Meat,120,0,Mixed,6
Guatemala,Central America,chicken,Meat,192308,0,Mixed,6
Guinea,Western Africa,chicken,Meat,6750,0,Mixed,6
Guinea-Bissau,Western Africa,chicken,Meat,1925,0,Mixed,6
Guyana,South America,chicken,Meat,29280,0,Mixed,6
Haiti,Caribbean,chicken,Meat,8100,0,Mixed,6
Honduras,Central America,chicken,Meat,150700,0,Mixed,6
India,Southern Asia,chicken,Meat,2328000,0,Mixed,6
Indonesia,Southern Asia,chicken,Meat,1837903,0,Mixed,6
Iran (Islamic Republic of),Middle East,chicken,Meat,1956000,0,Mixed,6
Iraq,Middle East,chicken,Meat,88000,0,Mixed,6
Israel,Middle East,chicken,Meat,443151,0,Mixed,6
Jamaica,Caribbean,chicken,Meat,103820,0,Mixed,6
Japan,Eastern Asia,chicken,Meat,1450000,0,Mixed,6
Jordan,Western Asia,chicken,Meat,196000,0,Mixed,6
Kazakhstan,East Europe and CIS,chicken,Meat,135796,0,Mixed,6
Kenya,Eastern Africa,chicken,Meat,20900,0,Mixed,6
Kiribati,Small Island Nations,chicken,Meat,765,0,Mixed,6
Kuwait,Western Asia,chicken,Meat,40500,0,Mixed,6
Kyrgyzstan,East Europe and CIS,chicken,Meat,6200,0,Mixed,6
Lao People's Democratic Republic,Southern Asia,chicken,Meat,20800,0,Mixed,6
Lebanon,Middle East,chicken,Meat,85000,0,Mixed,6
Lesotho,Southern Africa,chicken,Meat,1600,0,Mixed,6
Liberia,Western Africa,chicken,Meat,11600,0,Mixed,6
Libya,Northern Africa,chicken,Meat,125000,0,Mixed,6
Madagascar,Eastern Africa,chicken,Meat,38400,0,Mixed,6
Malawi,Eastern Africa,chicken,Meat,22800,0,Mixed,6
Malaysia,Southern Asia,chicken,Meat,1245851,0,Mixed,6
Mali,Western Africa,chicken,Meat,44136,0,Mixed,6
Martinique,Caribbean,chicken,Meat,1580,0,Mixed,6
Mauritania,Western Africa,chicken,Meat,4640,0,Mixed,6
Mauritius,Eastern Africa,chicken,Meat,47000,0,Mixed,6
Mexico,Central America,chicken,Meat,2808032,0,Mixed,6
Micronesia (Federated States of),Small Island Nations,chicken,Meat,140,0,Mixed,6
Mongolia,Eastern Asia,chicken,Meat,392,0,Mixed,6
Montserrat,Caribbean,chicken,Meat,84,0,Mixed,6
Morocco,Northern Africa,chicken,Meat,602000,0,Mixed,6
Mozambique,Eastern Africa,chicken,Meat,24300,0,Mixed,6
Myanmar,Southern Asia,chicken,Meat,1082250,0,Mixed,6
Namibia,Southern Africa,chicken,Meat,12480,0,Mixed,6
Nauru,Small Island Nations,chicken,Meat,4,0,Mixed,6
Nepal,Southern Asia,chicken,Meat,42810,0,Mixed,6
Nicaragua,Central America,chicken,Meat,123374,0,Mixed,6
Niger,Western Africa,chicken,Meat,17200,0,Mixed,6
Nigeria,Western Africa,chicken,Meat,170000,0,Mixed,6
Niue,Small Island Nations,chicken,Meat,20,0,Mixed,6
Occupied Palestinian Territory,Middle East,chicken,Meat,66800,0,Mixed,6
Oman,Middle East,chicken,Meat,6144,0,Mixed,6
Pakistan,Middle East,chicken,Meat,907000,0,Mixed,6
Panama,Central America,chicken,Meat,146000,0,Mixed,6
Papua New Guinea,Small Island Nations,chicken,Meat,6120,0,Mixed,6
Paraguay,South America,chicken,Meat,40000,0,Mixed,6
Peru,South America,chicken,Meat,1202614,0,Mixed,6
Philippines,Southern Asia,chicken,Meat,1046929,0,Mixed,6
Puerto Rico,Central America,chicken,Meat,58000,0,Mixed,6
Qatar,Middle East,chicken,Meat,10000,0,Mixed,6
R'union,Eastern Africa,chicken,Meat,17200,0,Mixed,6
Republic of Korea,Eastern Asia,chicken,Meat,616000,0,Mixed,6
Republic of Moldova,East Europe and CIS,chicken,Meat,39000,0,Mixed,6
Russian Federation,East Europe and CIS,chicken,Meat,3462656,0,Mixed,6
Rwanda,Eastern Africa,chicken,Meat,2520,0,Mixed,6
Saint Kitts and Nevis,Central America,chicken,Meat,168,0,Mixed,6
Saint Lucia,Central America,chicken,Meat,1560,0,Mixed,6
Saint Vincent and the Grenadines,Caribbean,chicken,Meat,480,0,Mixed,6
Samoa,Small Island Nations,chicken,Meat,600,0,Mixed,6
Sao Tome and Principe,Central Africa,chicken,Meat,385,0,Mixed,6
Saudi Arabia,Middle East,chicken,Meat,576000,0,Mixed,6
Senegal,Western Africa,chicken,Meat,64507,0,Mixed,6
Seychelles,Eastern Africa,chicken,Meat,700,0,Mixed,6
Sierra Leone,Western Africa,chicken,Meat,15120,0,Mixed,6
Singapore,Southern Asia,chicken,Meat,92000,0,Mixed,6
Solomon Islands,Small Island Nations,chicken,Meat,288,0,Mixed,6
Somalia,Eastern Africa,chicken,Meat,3600,0,Mixed,6
South Africa,Southern Africa,chicken,Meat,1497000,0,Mixed,6
South Sudan,Eastern Africa,chicken,Meat,20000,0,Mixed,6
Sri Lanka,Southern Asia,chicken,Meat,106500,0,Mixed,6
Sudan,Northern Africa,chicken,Meat,45000,0,Mixed,6
Suriname,South America,chicken,Meat,7933,0,Mixed,6
Swaziland,Southern Africa,chicken,Meat,5850,0,Mixed,6
Syrian Arab Republic,Middle East,chicken,Meat,107519,0,Mixed,6
Tajikistan,East Europe and CIS,chicken,Meat,1300,0,Mixed,6
Thailand,Southern Asia,chicken,Meat,1379000,0,Mixed,6
Timor-Leste,Southern Asia,chicken,Meat,800,0,Mixed,6
Togo,Western Africa,chicken,Meat,32000,0,Mixed,6
Tokelau,Small Island Nations,chicken,Meat,5,0,Mixed,6
Tonga,Small Island Nations,chicken,Meat,276,0,Mixed,6
Trinidad and Tobago,Caribbean,chicken,Meat,67000,0,Mixed,6
Tunisia,Northern Africa,chicken,Meat,140000,0,Mixed,6
Turkey,Middle East,chicken,Meat,1758363,0,Mixed,6
Turkmenistan,East Europe and CIS,chicken,Meat,21250,0,Mixed,6
Tuvalu,Small Island Nations,chicken,Meat,50,0,Mixed,6
Uganda,Eastern Africa,chicken,Meat,64500,0,Mixed,6
Ukraine,East Europe and CIS,chicken,Meat,1168300,0,Mixed,6
United Arab Emirates,Middle East,chicken,Meat,43200,0,Mixed,6
United Republic of Tanzania,Eastern Africa,chicken,Meat,87408,0,Mixed,6
United States Virgin Islands,Caribbean,chicken,Meat,78,0,Mixed,6
Uruguay,South America,chicken,Meat,44000,0,Mixed,6
Uzbekistan,East Europe and CIS,chicken,Meat,33000,0,Mixed,6
Vanuatu,Small Island Nations,chicken,Meat,900,0,Mixed,6
Venezuela (Bolivarian Republic of),South America,chicken,Meat,1276178,0,Mixed,6
Viet Nam,Southern Asia,chicken,Meat,530500,0,Mixed,6
Wallis and Futuna Islands,Small Island Nations,chicken,Meat,48,0,Mixed,6
Western Sahara,Northern Africa,chicken,Meat,0,0,Mixed,6
Yemen,Middle East,chicken,Meat,152500,0,Mixed,6
Zambia,Eastern Africa,chicken,Meat,46000,0,Mixed,6
Zimbabwe,Eastern Africa,chicken,Meat,63825,0,Mixed,6
Albania,Europe,chicken,Meat,20952,0,Marine,6
Australia,Australia,chicken,Meat,1059532,0,Marine,6
Austria,Europe,chicken,Meat,109500,0,Marine,6
Belgium,Europe,chicken,Meat,379933,0,Marine,6
Bermuda,USA,chicken,Meat,120,0,Marine,6
Bosnia and Herzegovina,Europe,chicken,Meat,41549,0,Marine,6
Bulgaria,Europe,chicken,Meat,76768,0,Marine,6
Canada,Canada,chicken,Meat,1076753,0,Marine,6
Croatia,Europe,chicken,Meat,24800,0,Marine,6
Czechia,Europe,chicken,Meat,146308,0,Marine,6
Denmark,Europe,chicken,Meat,168268,0,Marine,6
Estonia,Europe,chicken,Meat,18118,0,Marine,6
Faroe Islands,Europe,chicken,Meat,0,0,Marine,6
Finland,Europe,chicken,Meat,103730,0,Marine,6
France,Europe,chicken,Meat,1120318,0,Marine,6
Germany,Europe,chicken,Meat,950939,0,Marine,6
Greece,Europe,chicken,Meat,126300,0,Marine,6
Greenland,Europe,chicken,Meat,0,0,Marine,6
Hungary,Europe,chicken,Meat,244240,0,Marine,6
Iceland,Europe,chicken,Meat,7879,0,Marine,6
Ireland,Europe,chicken,Meat,89000,0,Marine,6
Italy,Europe,chicken,Meat,904914,0,Marine,6
Latvia,Europe,chicken,Meat,26830,0,Marine,6
Lithuania,Europe,chicken,Meat,87489,0,Marine,6
Luxembourg,Europe,chicken,Meat,244,0,Marine,6
Malta,Europe,chicken,Meat,4115,0,Marine,6
Montenegro,Europe,chicken,Meat,3350,0,Marine,6
Netherlands,Europe,chicken,Meat,920794,0,Marine,6
New Caledonia,Small Island Nations,chicken,Meat,832,0,Marine,6
New Zealand,New Zealand,chicken,Meat,169078,0,Marine,6
Norway,Europe,chicken,Meat,104030,0,Marine,6
Poland,Europe,chicken,Meat,1517300,0,Marine,6
Portugal,Europe,chicken,Meat,298253,0,Marine,6
Romania,Europe,chicken,Meat,322893,0,Marine,6
Saint Pierre and Miquelon,Canada,chicken,Meat,4,0,Marine,6
Serbia,Europe,chicken,Meat,95250,0,Marine,6
Slovakia,Europe,chicken,Meat,65000,0,Marine,6
Slovenia,Europe,chicken,Meat,52611,0,Marine,6
Spain,Europe,chicken,Meat,1171695,0,Marine,6
Sweden,Europe,chicken,Meat,117400,0,Marine,6
Switzerland,Europe,chicken,Meat,78298,0,Marine,6
The former Yugoslav Republic of Macedonia,Europe,chicken,Meat,1801,0,Marine,6
United Kingdom,Europe,chicken,Meat,1443000,0,Marine,6
United States of America,USA,chicken,Meat,17396881,0,Marine,6
Afghanistan,Middle East,chicken,Meat,26400,0,Marine,6
Algeria,Northern Africa,chicken,Meat,267000,0,Marine,6
American Samoa,Small Island Nations,chicken,Meat,24,0,Marine,6
Angola,Central Africa,chicken,Meat,29880,0,Marine,6
Antigua and Barbuda,Caribbean,chicken,Meat,42,0,Marine,6
Argentina,South America,chicken,Meat,1780000,0,Marine,6
Armenia,East Europe and CIS,chicken,Meat,8200,0,Marine,6
Azerbaijan,Middle East,chicken,Meat,97452,0,Marine,6
Bahamas,Caribbean,chicken,Meat,6720,0,Marine,6
Bahrain,Middle East,chicken,Meat,6450,0,Marine,6
Bangladesh,Middle East,chicken,Meat,173600,0,Marine,6
Barbados,Caribbean,chicken,Meat,14700,0,Marine,6
Belarus,East Europe and CIS,chicken,Meat,382500,0,Marine,6
Belize,Central America,chicken,Meat,16018,0,Marine,6
Benin,Western Africa,chicken,Meat,24400,0,Marine,6
Bhutan,Middle East,chicken,Meat,455,0,Marine,6
Bolivia (Plurinational State of),South America,chicken,Meat,379505,0,Marine,6
Botswana,Southern Africa,chicken,Meat,7200,0,Marine,6
Brazil,South America,chicken,Meat,12387323,0,Marine,6
British Virgin Islands,Caribbean,chicken,Meat,0,0,Marine,6
Brunei Darussalam,Southern Asia,chicken,Meat,26580,0,Marine,6
Burkina Faso,Western Africa,chicken,Meat,38160,0,Marine,6
Burundi,Eastern Africa,chicken,Meat,3690,0,Marine,6
Cote d'Ivoire,Western Africa,chicken,Meat,47553,0,Marine,6
Cabo Verde,Western Africa,chicken,Meat,929,0,Marine,6
Cambodia,Southern Asia,chicken,Meat,17500,0,Marine,6
Cameroon,Central Africa,chicken,Meat,72000,0,Marine,6
Central African Republic,Central Africa,chicken,Meat,6000,0,Marine,6
Chad,Central Africa,chicken,Meat,5355,0,Marine,6
Chile,South America,chicken,Meat,577503,0,Marine,6
"China, Hong Kong SAR",Eastern Asia,chicken,Meat,27800,0,Marine,6
"China, Macao SAR",Eastern Asia,chicken,Meat,3600,0,Marine,6
"China, mainland",China,chicken,Meat,12785400,0,Marine,6
"China, Taiwan Province of",China,chicken,Meat,555000,0,Marine,6
Colombia,South America,chicken,Meat,1275515,0,Marine,6
Comoros,Eastern Africa,chicken,Meat,576,0,Marine,6
Congo,Central Africa,chicken,Meat,6700,0,Marine,6
