Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
Wallis and Futuna Islands,Island nation,Other_beef,beef,Meat,2,0,8,0,1,3,0,0
Western Sahara,Northern Africa,Northern Africa_beef,beef,Meat,0,0,0,0,0,0,0,0
Yemen,Middle East,Middle East_beef,beef,Meat,60480,0,221314,0,41175,77203,0,0
Zambia,Eastern Africa,Eastern Africa_beef,beef,Meat,87044,0,318520,0,59259,111112,0,0
Zimbabwe,Eastern Africa,Eastern Africa_beef,beef,Meat,45650,0,167047,0,31079,58272,0,0
Afghanistan,Middle East,Middle East_goat,goat,Meat,23868,21410,18116,34585,0,31291,27997,0
Algeria,Northern Africa,Northern Africa_goat,goat,Meat,9990,8961,7582,14476,0,13097,11718,0
American Samoa,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Angola,Central Africa,Central Africa_goat,goat,Meat,8250,7400,6262,11954,0,10816,9677,0
Antigua and Barbuda,Caribbean,Caribbean_goat,goat,Meat,1,1,1,1,0,1,1,0
Argentina,South America,South America_goat,goat,Meat,6336,5683,4809,9181,0,8306,7432,0
Armenia,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Azerbaijan,Middle East,Middle East_goat,goat,Meat,0,0,0,0,0,0,0,0
Bahamas,Caribbean,Caribbean_goat,goat,Meat,50,45,38,72,0,65,58,0
Bahrain,Middle East,Middle East_goat,goat,Meat,105,94,80,153,0,138,124,0
Bangladesh,Middle East,Southern Asia_goat,goat,Meat,110160,98814,83611,159622,0,144420,129218,0
Barbados,Caribbean,Caribbean_goat,goat,Meat,21,19,16,31,0,28,25,0
Belarus,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Belize,Central America,Central America_goat,goat,Meat,1,1,0,1,0,1,1,0
Benin,Western Africa,Western Africa_goat,goat,Meat,2398,2151,1820,3475,0,3144,2813,0
Bhutan,Middle East,Middle East_goat,goat,Meat,88,79,67,128,0,115,103,0
Bolivia (Plurinational State of),South America,South America_goat,goat,Meat,3563,3196,2704,5163,0,4671,4179,0
Botswana,Southern Africa,Southern Africa_goat,goat,Meat,2534,2273,1924,3672,0,3323,2973,0
Brazil,South America,South America_goat,goat,Meat,19136,17165,14524,27728,0,25087,22447,0
British Virgin Islands,Caribbean,Caribbean_goat,goat,Meat,25,22,19,36,0,33,29,0
Brunei Darussalam,Southern Asia,Southern Asia_goat,goat,Meat,33,29,25,47,0,43,38,0
Burkina Faso,Western Africa,Western Africa_goat,goat,Meat,11645,10445,8838,16873,0,15266,13659,0
Burundi,Eastern Africa,Eastern Africa_goat,goat,Meat,1249,1120,948,1809,0,1637,1465,0
Cote d'Ivoire,Western Africa,Western Africa_goat,goat,Meat,1756,1575,1333,2544,0,2302,2059,0
Cabo Verde,Western Africa,Western Africa_goat,goat,Meat,376,337,286,545,0,493,441,0
Cambodia,Southern Asia,Southern Asia_goat,goat,Meat,0,0,0,0,0,0,0,0
Cameroon,Central Africa,Central Africa_goat,goat,Meat,9108,8170,6913,13197,0,11941,10684,0
Central African Republic,Central Africa,Central Africa_goat,goat,Meat,9442,8470,7167,13682,0,12379,11076,0
Chad,Central Africa,Central Africa_goat,goat,Meat,11880,10656,9017,17214,0,15575,13935,0
Chile,South America,South America_goat,goat,Meat,3599,3228,2731,5215,0,4718,4221,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_goat,goat,Meat,106,95,81,154,0,139,125,0
"China, Macao SAR",Eastern Asia,Eastern Asia_goat,goat,Meat,0,0,0,0,0,0,0,0
"China, mainland",China,China_goat,goat,Meat,1800000,1614600,1366200,2608200,0,2359800,2111400,0
"China, Taiwan Province of",China,China_goat,goat,Meat,2070,1857,1571,2999,0,2714,2428,0
Colombia,South America,South America_goat,goat,Meat,4029,3614,3058,5839,0,5283,4727,0
Comoros,Eastern Africa,Eastern Africa_goat,goat,Meat,172,154,130,249,0,225,201,0
Congo,Central Africa,Central Africa_goat,goat,Meat,484,434,367,701,0,635,568,0
Cook Islands,Island nation,Other_goat,goat,Meat,1,1,1,2,0,2,2,0
Costa Rica,Central America,Central America_goat,goat,Meat,13,11,10,19,0,17,15,0
Cuba,Caribbean,Caribbean_goat,goat,Meat,2415,2166,1833,3499,0,3166,2833,0
Cyprus,Western Asia,Western Asia_goat,goat,Meat,1230,1103,934,1782,0,1613,1443,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_goat,goat,Meat,13230,11867,10042,19170,0,17345,15519,0
Democratic Republic of the Congo,Central Africa,Central Africa_goat,goat,Meat,8140,7302,6178,11795,0,10672,9548,0
Djibouti,Eastern Africa,Eastern Africa_goat,goat,Meat,1073,962,814,1554,0,1406,1258,0
Dominica,Caribbean,Caribbean_goat,goat,Meat,29,26,22,42,0,38,34,0
Dominican Republic,Caribbean,Caribbean_goat,goat,Meat,697,625,529,1010,0,914,817,0
Ecuador,South America,South America_goat,goat,Meat,762,683,578,1104,0,998,893,0
Egypt,Northern Africa,Northern Africa_goat,goat,Meat,29970,26883,22747,43427,0,39291,35155,0
El Salvador,Central America,Central America_goat,goat,Meat,59,53,45,85,0,77,69,0
Equatorial Guinea,Central Africa,Central Africa_goat,goat,Meat,21,19,16,31,0,28,25,0
Eritrea,Eastern Africa,Eastern Africa_goat,goat,Meat,2693,2415,2044,3902,0,3530,3159,0
Ethiopia,Eastern Africa,Eastern Africa_goat,goat,Meat,32560,29206,24713,47179,0,42686,38193,0
Falkland Islands (Malvinas),South America,South America_goat,goat,Meat,0,0,0,0,0,0,0,0
Fiji,Island nation,Other_goat,goat,Meat,144,129,109,209,0,189,169,0
French Guiana,South America,South America_goat,goat,Meat,1,1,1,2,0,2,2,0
French Polynesia,Island nation,Other_goat,goat,Meat,52,46,39,75,0,68,61,0
Gabon,Central Africa,Central Africa_goat,goat,Meat,145,130,110,210,0,190,170,0
Gambia,Western Africa,Western Africa_goat,goat,Meat,378,339,287,547,0,495,443,0
Georgia,Western Asia,Western Asia_goat,goat,Meat,11,10,8,16,0,14,13,0
Ghana,Western Africa,Western Africa_goat,goat,Meat,9869,8852,7490,14300,0,12938,11576,0
Grenada,Caribbean,Caribbean_goat,goat,Meat,21,19,16,30,0,27,24,0
Guadeloupe,Caribbean,Caribbean_goat,goat,Meat,105,94,80,152,0,137,123,0
Guam,Island nation,Other_goat,goat,Meat,3,3,3,5,0,5,4,0
Guatemala,Central America,Central America_goat,goat,Meat,365,327,277,529,0,478,428,0
Guinea,Western Africa,Western Africa_goat,goat,Meat,3960,3552,3006,5738,0,5192,4645,0
Guinea-Bissau,Western Africa,Western Africa_goat,goat,Meat,531,476,403,769,0,696,622,0
Guyana,South America,South America_goat,goat,Meat,177,158,134,256,0,232,207,0
Haiti,Caribbean,Caribbean_goat,goat,Meat,3830,3435,2907,5549,0,5020,4492,0
Honduras,Central America,Central America_goat,goat,Meat,104,93,79,150,0,136,122,0
India,Southern Asia,Southern Asia_goat,goat,Meat,463190,415481,351561,671162,0,607242,543322,0
Indonesia,Southern Asia,Southern Asia_goat,goat,Meat,60961,54682,46269,88332,0,79920,71507,0
Iran (Islamic Republic of),Middle East,Middle East_goat,goat,Meat,77436,69460,58774,112205,0,101519,90832,0
Iraq,Middle East,Middle East_goat,goat,Meat,6290,5642,4774,9114,0,8246,7378,0
Israel,Middle East,Middle East_goat,goat,Meat,2210,1983,1678,3203,0,2898,2593,0
Jamaica,Caribbean,Caribbean_goat,goat,Meat,762,684,579,1105,0,1000,894,0
Japan,Eastern Asia,Eastern Asia_goat,goat,Meat,43,39,33,63,0,57,51,0
Jordan,Western Asia,Western Asia_goat,goat,Meat,3888,3488,2951,5634,0,5097,4561,0
Kazakhstan,East Europe and CIS,Other_goat,goat,Meat,13224,11862,10037,19161,0,17336,15511,0
Kenya,Eastern Africa,Eastern Africa_goat,goat,Meat,18480,16577,14026,26778,0,24227,21677,0
Kiribati,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Kuwait,Western Asia,Western Asia_goat,goat,Meat,330,296,250,478,0,433,387,0
Kyrgyzstan,East Europe and CIS,Other_goat,goat,Meat,5103,4577,3873,7394,0,6690,5986,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_goat,goat,Meat,1554,1394,1180,2252,0,2038,1823,0
Lebanon,Middle East,Middle East_goat,goat,Meat,1884,1690,1430,2729,0,2469,2209,0
Lesotho,Southern Africa,Southern Africa_goat,goat,Meat,986,884,748,1428,0,1292,1156,0
Liberia,Western Africa,Western Africa_goat,goat,Meat,463,416,352,671,0,607,543,0
Libya,Northern Africa,Northern Africa_goat,goat,Meat,7128,6394,5410,10328,0,9345,8361,0
Madagascar,Eastern Africa,Eastern Africa_goat,goat,Meat,4303,3860,3266,6235,0,5641,5048,0
Malawi,Eastern Africa,Eastern Africa_goat,goat,Meat,14252,12784,10818,20652,0,18685,16718,0
Malaysia,Southern Asia,Southern Asia_goat,goat,Meat,1458,1308,1106,2112,0,1911,1710,0
Mali,Western Africa,Western Africa_goat,goat,Meat,34250,30722,25995,49628,0,44901,40175,0
Martinique,Caribbean,Caribbean_goat,goat,Meat,14,13,11,21,0,19,17,0
Mauritania,Western Africa,Western Africa_goat,goat,Meat,7260,6512,5510,10520,0,9518,8516,0
Mauritius,Eastern Africa,Eastern Africa_goat,goat,Meat,40,36,30,57,0,52,46,0
Mexico,Central America,Central America_goat,goat,Meat,25380,22766,19263,36775,0,33273,29771,0
Micronesia (Federated States of),Island nation,Other_goat,goat,Meat,10,9,7,14,0,13,11,0
Mongolia,Eastern Asia,Eastern Asia_goat,goat,Meat,57721,51775,43810,83637,0,75672,67706,0
Montserrat,Caribbean,Caribbean_goat,goat,Meat,18,16,14,26,0,24,21,0
Morocco,Northern Africa,Northern Africa_goat,goat,Meat,14040,12594,10656,20344,0,18406,16469,0
Mozambique,Eastern Africa,Eastern Africa_goat,goat,Meat,9768,8762,7414,14154,0,12806,11458,0
Myanmar,Southern Asia,Southern Asia_goat,goat,Meat,36473,32716,27683,52849,0,47816,42783,0
Namibia,Southern Africa,Southern Africa_goat,goat,Meat,1690,1516,1282,2448,0,2215,1982,0
Nauru,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Nepal,Southern Asia,Southern Asia_goat,goat,Meat,50576,45367,38387,73285,0,66305,59326,0
Nicaragua,Central America,Central America_goat,goat,Meat,26,23,19,37,0,34,30,0
Niger,Western Africa,Western Africa_goat,goat,Meat,19448,17445,14761,28180,0,25496,22813,0
Nigeria,Western Africa,Western Africa_goat,goat,Meat,130200,116790,98822,188660,0,170693,152725,0
Niue,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Occupied Palestinian Territory,Middle East,Middle East_goat,goat,Meat,2229,2000,1692,3230,0,2922,2615,0
Oman,Middle East,Middle East_goat,goat,Meat,8708,7811,6609,12617,0,11416,10214,0
Pakistan,Middle East,Middle East_goat,goat,Meat,160380,143861,121728,232391,0,210258,188126,0
Panama,Central America,Central America_goat,goat,Meat,0,0,0,0,0,0,0,0
Papua New Guinea,Island nation,Other_goat,goat,Meat,8,7,6,12,0,11,10,0
Paraguay,South America,South America_goat,goat,Meat,634,568,481,918,0,831,743,0
Peru,South America,South America_goat,goat,Meat,4121,3697,3128,5971,0,5403,4834,0
Philippines,Southern Asia,Southern Asia_goat,goat,Meat,49658,44543,37690,71954,0,65101,58249,0
Puerto Rico,Central America,Central America_goat,goat,Meat,9,8,7,13,0,12,11,0
Qatar,Middle East,Middle East_goat,goat,Meat,1270,1139,964,1840,0,1665,1490,0
R'union,Eastern Africa,Eastern Africa_goat,goat,Meat,40,36,30,57,0,52,46,0
Republic of Korea,Eastern Asia,Eastern Asia_goat,goat,Meat,1296,1163,984,1878,0,1699,1520,0
Republic of Moldova,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Russian Federation,East Europe and CIS,Other_goat,goat,Meat,10486,9406,7959,15195,0,13748,12300,0
Rwanda,Eastern Africa,Eastern Africa_goat,goat,Meat,3204,2874,2432,4643,0,4201,3758,0
Saint Kitts and Nevis,Central America,Central America_goat,goat,Meat,6,6,5,9,0,8,8,0
Saint Lucia,Central America,Central America_goat,goat,Meat,31,28,23,45,0,40,36,0
Saint Vincent and the Grenadines,Caribbean,Caribbean_goat,goat,Meat,22,20,17,32,0,29,26,0
Samoa,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Sao Tome and Principe,Central Africa,Central Africa_goat,goat,Meat,2,2,1,3,0,2,2,0
Saudi Arabia,Middle East,Middle East_goat,goat,Meat,16286,14609,12361,23599,0,21351,19104,0
Senegal,Western Africa,Western Africa_goat,goat,Meat,6536,5863,4961,9470,0,8568,7666,0
Seychelles,Eastern Africa,Eastern Africa_goat,goat,Meat,9,8,7,13,0,12,11,0
Sierra Leone,Western Africa,Western Africa_goat,goat,Meat,887,796,673,1285,0,1163,1040,0
Singapore,Southern Asia,Southern Asia_goat,goat,Meat,11,10,8,16,0,14,13,0
Solomon Islands,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Somalia,Eastern Africa,Eastern Africa_goat,goat,Meat,17446,15649,13242,25279,0,22872,20464,0
South Africa,Southern Africa,Southern Africa_goat,goat,Meat,15598,13991,11839,22602,0,20449,18296,0
South Sudan,Eastern Africa,Eastern Africa_goat,goat,Meat,19800,17761,15028,28690,0,25958,23225,0
Sri Lanka,Southern Asia,Southern Asia_goat,goat,Meat,1274,1143,967,1846,0,1670,1494,0
Sudan,Northern Africa,Northern Africa_goat,goat,Meat,84240,75563,63938,122064,0,110439,98814,0
Suriname,South America,South America_goat,goat,Meat,2,2,1,3,0,3,2,0
Swaziland,Southern Africa,Southern Africa_goat,goat,Meat,784,703,595,1136,0,1028,920,0
Syrian Arab Republic,Middle East,Middle East_goat,goat,Meat,7422,6657,5633,10754,0,9730,8706,0
Tajikistan,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Thailand,Southern Asia,Southern Asia_goat,goat,Meat,1679,1506,1274,2433,0,2201,1969,0
Timor-Leste,Southern Asia,Southern Asia_goat,goat,Meat,414,371,314,600,0,543,486,0
Togo,Western Africa,Western Africa_goat,goat,Meat,2574,2309,1954,3730,0,3375,3019,0
Tokelau,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Tonga,Island nation,Other_goat,goat,Meat,19,17,14,27,0,24,22,0
Trinidad and Tobago,Caribbean,Caribbean_goat,goat,Meat,44,40,34,64,0,58,52,0
Tunisia,Northern Africa,Northern Africa_goat,goat,Meat,4968,4456,3771,7199,0,6513,5827,0
Turkey,Middle East,Middle East_goat,goat,Meat,30499,27358,23149,44193,0,39984,35776,0
Turkmenistan,East Europe and CIS,Other_goat,goat,Meat,6376,5719,4839,9238,0,8358,7479,0
Tuvalu,Island nation,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Uganda,Eastern Africa,Eastern Africa_goat,goat,Meat,16500,14801,12524,23909,0,21632,19355,0
Ukraine,East Europe and CIS,Other_goat,goat,Meat,4477,4016,3398,6487,0,5869,5251,0
United Arab Emirates,Middle East,Middle East_goat,goat,Meat,21427,19220,16263,31048,0,28091,25134,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_goat,goat,Meat,16632,14919,12624,24100,0,21805,19509,0
United States Virgin Islands,Caribbean,Caribbean_goat,goat,Meat,14,12,10,20,0,18,16,0
Uruguay,South America,South America_goat,goat,Meat,0,0,0,0,0,0,0,0
Uzbekistan,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0,0,0,0,0
Vanuatu,Island nation,Other_goat,goat,Meat,31,28,24,45,0,41,36,0
Venezuela (Bolivarian Republic of),South America,South America_goat,goat,Meat,4675,4194,3548,6774,0,6129,5484,0
Viet Nam,Southern Asia,Southern Asia_goat,goat,Meat,7344,6587,5574,10641,0,9628,8614,0
Wallis and Futuna Islands,Island nation,Other_goat,goat,Meat,10,9,8,15,0,14,12,0
Western Sahara,Northern Africa,Northern Africa_goat,goat,Meat,382,343,290,554,0,501,448,0
Yemen,Middle East,Middle East_goat,goat,Meat,33147,29733,25158,48030,0,43455,38881,0
Zambia,Eastern Africa,Eastern Africa_goat,goat,Meat,3960,3552,3006,5738,0,5192,4645,0
Zimbabwe,Eastern Africa,Eastern Africa_goat,goat,Meat,5808,5210,4408,8416,0,7614,6813,0
Afghanistan,Middle East,Middle East_sheep,sheep,Meat,57240,84606,71590,136672,0,123656,110639,0
Algeria,Northern Africa,Northern Africa_sheep,sheep,Meat,151180,223459,189081,360973,0,326594,292216,0
American Samoa,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Angola,Central Africa,Central Africa_sheep,sheep,Meat,1749,2585,2187,4176,0,3778,3381,0
Antigua and Barbuda,Caribbean,Caribbean_sheep,sheep,Meat,8,11,9,18,0,16,15,0
Argentina,South America,South America_sheep,sheep,Meat,31360,46353,39222,74878,0,67747,60616,0
Armenia,East Europe and CIS,Other_sheep,sheep,Meat,5670,8381,7091,13538,0,12249,10960,0
Azerbaijan,Middle East,Middle East_sheep,sheep,Meat,41430,61238,51817,98923,0,89502,80081,0
Bahamas,Caribbean,Caribbean_sheep,sheep,Meat,19,29,24,46,0,42,37,0
Bahrain,Middle East,Middle East_sheep,sheep,Meat,9117,13476,11403,21770,0,19696,17623,0
Bangladesh,Middle East,Southern Asia_sheep,sheep,Meat,2268,3352,2837,5415,0,4900,4384,0
Barbados,Caribbean,Caribbean_sheep,sheep,Meat,86,126,107,204,0,185,165,0
Belarus,East Europe and CIS,Other_sheep,sheep,Meat,693,1024,867,1655,0,1497,1339,0
Belize,Central America,Central America_sheep,sheep,Meat,28,41,34,66,0,59,53,0
Benin,Western Africa,Western Africa_sheep,sheep,Meat,1386,2049,1733,3309,0,2994,2679,0
Bhutan,Middle East,Middle East_sheep,sheep,Meat,49,72,61,116,0,105,94,0
Bolivia (Plurinational State of),South America,South America_sheep,sheep,Meat,8074,11934,10098,19277,0,17441,15605,0
Botswana,Southern Africa,Southern Africa_sheep,sheep,Meat,825,1220,1032,1971,0,1783,1595,0
Brazil,South America,South America_sheep,sheep,Meat,54976,81260,68758,131266,0,118765,106263,0
British Virgin Islands,Caribbean,Caribbean_sheep,sheep,Meat,49,72,61,117,0,106,95,0
Brunei Darussalam,Southern Asia,Southern Asia_sheep,sheep,Meat,24,35,30,56,0,51,46,0
Burkina Faso,Western Africa,Western Africa_sheep,sheep,Meat,6428,9501,8039,15347,0,13885,12424,0
Burundi,Eastern Africa,Eastern Africa_sheep,sheep,Meat,542,801,678,1294,0,1171,1048,0
Cote d'Ivoire,Western Africa,Western Africa_sheep,sheep,Meat,3863,5710,4832,9224,0,8346,7467,0
Cabo Verde,Western Africa,Western Africa_sheep,sheep,Meat,23,34,29,55,0,49,44,0
Cambodia,Southern Asia,Southern Asia_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Cameroon,Central Africa,Central Africa_sheep,sheep,Meat,7656,11316,9575,18280,0,16539,14798,0
Central African Republic,Central Africa,Central Africa_sheep,sheep,Meat,1003,1483,1255,2395,0,2167,1939,0
Chad,Central Africa,Central Africa_sheep,sheep,Meat,7049,10419,8816,16830,0,15228,13625,0
Chile,South America,South America_sheep,sheep,Meat,5749,8498,7190,13727,0,12420,11112,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_sheep,sheep,Meat,0,0,0,0,0,0,0,0
"China, Macao SAR",Eastern Asia,Eastern Asia_sheep,sheep,Meat,0,0,0,0,0,0,0,0
"China, mainland",China,China_sheep,sheep,Meat,1872900,2768333,2342436,4471923,0,4046026,3620128,0
"China, Taiwan Province of",China,China_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Colombia,South America,South America_sheep,sheep,Meat,2571,3800,3215,6138,0,5554,4969,0
Comoros,Eastern Africa,Eastern Africa_sheep,sheep,Meat,40,60,51,97,0,87,78,0
Congo,Central Africa,Central Africa_sheep,sheep,Meat,196,289,245,468,0,423,378,0
Cook Islands,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Costa Rica,Central America,Central America_sheep,sheep,Meat,10,14,12,23,0,21,19,0
Cuba,Caribbean,Caribbean_sheep,sheep,Meat,7107,10505,8889,16969,0,15353,13737,0
Cyprus,Western Asia,Western Asia_sheep,sheep,Meat,1629,2407,2037,3889,0,3518,3148,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_sheep,sheep,Meat,905,1337,1131,2160,0,1954,1748,0
Democratic Republic of the Congo,Central Africa,Central Africa_sheep,sheep,Meat,1265,1870,1582,3020,0,2733,2445,0
Djibouti,Eastern Africa,Eastern Africa_sheep,sheep,Meat,979,1448,1225,2339,0,2116,1893,0
Dominica,Caribbean,Caribbean_sheep,sheep,Meat,17,24,21,40,0,36,32,0
Dominican Republic,Caribbean,Caribbean_sheep,sheep,Meat,613,907,767,1465,0,1325,1186,0
Ecuador,South America,South America_sheep,sheep,Meat,3674,5430,4595,8771,0,7936,7101,0
Egypt,Northern Africa,Northern Africa_sheep,sheep,Meat,40500,59863,50653,96702,0,87492,78282,0
El Salvador,Central America,Central America_sheep,sheep,Meat,23,34,29,55,0,50,45,0
Equatorial Guinea,Central Africa,Central Africa_sheep,sheep,Meat,44,66,56,106,0,96,86,0
Eritrea,Eastern Africa,Eastern Africa_sheep,sheep,Meat,2860,4227,3577,6829,0,6178,5528,0
Ethiopia,Eastern Africa,Eastern Africa_sheep,sheep,Meat,38478,56874,48124,91874,0,83124,74374,0
Falkland Islands (Malvinas),South America,South America_sheep,sheep,Meat,518,766,648,1238,0,1120,1002,0
Fiji,Island nation,Other_sheep,sheep,Meat,19,29,24,46,0,42,37,0
French Guiana,South America,South America_sheep,sheep,Meat,2,3,2,5,0,4,4,0
French Polynesia,Island nation,Other_sheep,sheep,Meat,2,3,3,5,0,4,4,0
Gabon,Central Africa,Central Africa_sheep,sheep,Meat,338,499,423,807,0,730,653,0
Gambia,Western Africa,Western Africa_sheep,sheep,Meat,194,286,242,462,0,418,374,0
Georgia,Western Asia,Western Asia_sheep,sheep,Meat,1512,2235,1891,3610,0,3266,2923,0
Ghana,Western Africa,Western Africa_sheep,sheep,Meat,8229,12164,10292,19649,0,17778,15906,0
Grenada,Caribbean,Caribbean_sheep,sheep,Meat,69,102,86,165,0,149,133,0
Guadeloupe,Caribbean,Caribbean_sheep,sheep,Meat,48,71,60,115,0,104,93,0
Guam,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Guatemala,Central America,Central America_sheep,sheep,Meat,1872,2767,2341,4470,0,4044,3618,0
Guinea,Western Africa,Western Africa_sheep,sheep,Meat,2957,4370,3698,7060,0,6388,5715,0
Guinea-Bissau,Western Africa,Western Africa_sheep,sheep,Meat,537,793,671,1282,0,1160,1038,0
Guyana,South America,South America_sheep,sheep,Meat,358,530,448,856,0,774,693,0
Haiti,Caribbean,Caribbean_sheep,sheep,Meat,593,877,742,1417,0,1282,1147,0
Honduras,Central America,Central America_sheep,sheep,Meat,63,93,78,150,0,135,121,0
India,Southern Asia,Southern Asia_sheep,sheep,Meat,216216,319589,270421,516259,0,467091,417924,0
Indonesia,Southern Asia,Southern Asia_sheep,sheep,Meat,41576,61454,51999,99271,0,89817,80362,0
Iran (Islamic Republic of),Middle East,Middle East_sheep,sheep,Meat,68418,101129,85570,163362,0,147803,132245,0
Iraq,Middle East,Middle East_sheep,sheep,Meat,25461,37634,31844,60793,0,55003,49214,0
Israel,Middle East,Middle East_sheep,sheep,Meat,5324,7870,6659,12713,0,11502,10292,0
Jamaica,Caribbean,Caribbean_sheep,sheep,Meat,22,33,28,53,0,48,43,0
Japan,Eastern Asia,Eastern Asia_sheep,sheep,Meat,150,222,188,359,0,325,291,0
Jordan,Western Asia,Western Asia_sheep,sheep,Meat,9720,14367,12157,23208,0,20998,18788,0
Kazakhstan,East Europe and CIS,Other_sheep,sheep,Meat,85295,126075,106679,203659,0,184263,164867,0
Kenya,Eastern Africa,Eastern Africa_sheep,sheep,Meat,18480,27315,23113,44125,0,39922,35720,0
Kiribati,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Kuwait,Western Asia,Western Asia_sheep,sheep,Meat,19980,29532,24989,47706,0,43163,38619,0
Kyrgyzstan,East Europe and CIS,Other_sheep,sheep,Meat,27594,40787,34512,65886,0,59611,53336,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Lebanon,Middle East,Middle East_sheep,sheep,Meat,4117,6085,5149,9830,0,8894,7958,0
Lesotho,Southern Africa,Southern Africa_sheep,sheep,Meat,1870,2764,2339,4465,0,4040,3615,0
Liberia,Western Africa,Western Africa_sheep,sheep,Meat,374,553,468,893,0,808,723,0
Libya,Northern Africa,Northern Africa_sheep,sheep,Meat,17415,25741,21781,41582,0,37622,33661,0
Madagascar,Eastern Africa,Eastern Africa_sheep,sheep,Meat,1420,2099,1776,3391,0,3068,2745,0
Malawi,Eastern Africa,Eastern Africa_sheep,sheep,Meat,624,923,781,1491,0,1349,1207,0
Malaysia,Southern Asia,Southern Asia_sheep,sheep,Meat,470,695,588,1123,0,1016,909,0
Mali,Western Africa,Western Africa_sheep,sheep,Meat,22660,33494,28341,54105,0,48952,43800,0
Martinique,Caribbean,Caribbean_sheep,sheep,Meat,38,56,47,91,0,82,73,0
Mauritania,Western Africa,Western Africa_sheep,sheep,Meat,14190,20974,17747,33881,0,30655,27428,0
Mauritius,Eastern Africa,Eastern Africa_sheep,sheep,Meat,55,82,69,132,0,120,107,0
Mexico,Central America,Central America_sheep,sheep,Meat,37107,54848,46410,88601,0,80163,71725,0
Micronesia (Federated States of),Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Mongolia,Eastern Asia,Eastern Asia_sheep,sheep,Meat,83173,122937,104024,198591,0,179678,160764,0
Montserrat,Caribbean,Caribbean_sheep,sheep,Meat,17,24,21,40,0,36,32,0
Morocco,Northern Africa,Northern Africa_sheep,sheep,Meat,63720,94185,79695,152144,0,137654,123164,0
Mozambique,Eastern Africa,Eastern Africa_sheep,sheep,Meat,444,656,555,1059,0,958,857,0
Myanmar,Southern Asia,Southern Asia_sheep,sheep,Meat,6843,10115,8559,16340,0,14783,13227,0
Namibia,Southern Africa,Southern Africa_sheep,sheep,Meat,5808,8585,7264,13868,0,12547,11226,0
Nauru,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Nepal,Southern Asia,Southern Asia_sheep,sheep,Meat,2476,3660,3097,5912,0,5349,4786,0
Nicaragua,Central America,Central America_sheep,sheep,Meat,15,23,19,37,0,33,30,0
Niger,Western Africa,Western Africa_sheep,sheep,Meat,12078,17852,15106,28839,0,26092,23346,0
Nigeria,Western Africa,Western Africa_sheep,sheep,Meat,77440,114464,96854,184903,0,167294,149684,0
Niue,Island nation,Other_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Occupied Palestinian Territory,Middle East,Middle East_sheep,sheep,Meat,6719,9932,8404,16043,0,14516,12988,0
Oman,Middle East,Middle East_sheep,sheep,Meat,11178,16522,13980,26690,0,24148,21606,0
Pakistan,Middle East,Middle East_sheep,sheep,Meat,87480,129304,109411,208876,0,188983,169090,0
Panama,Central America,Central America_sheep,sheep,Meat,0,0,0,0,0,0,0,0
Papua New Guinea,Island nation,Other_sheep,sheep,Meat,23,34,28,54,0,49,44,0
Paraguay,South America,South America_sheep,sheep,Meat,1795,2653,2245,4286,0,3878,3470,0
Peru,South America,South America_sheep,sheep,Meat,22340,33021,27940,53341,0,48261,43181,0
Philippines,Southern Asia,Southern Asia_sheep,sheep,Meat,106,157,133,254,0,230,206,0
